Tweet ID,Fecha de Publicación,Tweet Texto,Comentario,Comentario Limpio,Tweet Texto Limpio,Tema Principal,Tema Secundario,Rating_comentario,Rating_post,Categoria_comentario,Categoria_post
1810326741518315926,2024-07-08,"Miércoles 10 de julio 
7:00
 p.m., nuestra 
@FCFSeleccionCol
 y Uruguay definen su cupo a la final de la 
#CopaAmerica2024
. ",Excelente,excelente,Miércoles  julio     pm nuestra  FCFSeleccionCol   Uruguay definen su cupo a final  CopaAmerica,Fútbol,Pantallas gigantes,5,5,Muy positivo,Muy positivo
1810326741518315926,2024-07-08,"Miércoles 10 de julio 
7:00
 p.m., nuestra 
@FCFSeleccionCol
 y Uruguay definen su cupo a la final de la 
#CopaAmerica2024
. ",Me Voy para el corralito .,me voy corralito,Miércoles  julio     pm nuestra  FCFSeleccionCol   Uruguay definen su cupo a final  CopaAmerica,Fútbol,Pantallas gigantes,3,5,Neutral,Muy positivo
1810326741518315926,2024-07-08,"Miércoles 10 de julio 
7:00
 p.m., nuestra 
@FCFSeleccionCol
 y Uruguay definen su cupo a la final de la 
#CopaAmerica2024
. ",Alcalde se pasa,alcalde pasa,Miércoles  julio     pm nuestra  FCFSeleccionCol   Uruguay definen su cupo a final  CopaAmerica,Fútbol,Pantallas gigantes,5,5,Muy positivo,Muy positivo
1810326741518315926,2024-07-08,"Miércoles 10 de julio 
7:00
 p.m., nuestra 
@FCFSeleccionCol
 y Uruguay definen su cupo a la final de la 
#CopaAmerica2024
. ",Hostigamiento por motos desde el puente del Dique.  Acosados por nativos en la carretera. playa =vertedero. Cambuches hasta orilla construidos con mangle y basura. Mar invadido x lanchas y motos acuáticas Playa Blanca Baru Cartagena . Parque Nacional,hostigamiento motos desde puente dique   acosados nativos carretera playa  vertedero cambuches hasta orilla construidos mangle basura mar invadido lanchas motos acuáticas playa blanca baru cartagena parque nacional,Miércoles  julio     pm nuestra  FCFSeleccionCol   Uruguay definen su cupo a final  CopaAmerica,Fútbol,Pantallas gigantes,1,5,Muy negativo,Muy positivo
1810326741518315926,2024-07-08,"Miércoles 10 de julio 
7:00
 p.m., nuestra 
@FCFSeleccionCol
 y Uruguay definen su cupo a la final de la 
#CopaAmerica2024
. ","Alcalde le agradecería regular el espacio PÚBLICO que hay junto a la muralla frente a los parqueaderos públicos parque de la marina, algunos ciudadanos (según ellos mismos) apoyados por la policía de tránsito tienen tarifa de parqueo y si uno no paga, se tornan agresivos. Gracias",alcalde le agradecería regular espacio público que hay junto a muralla frente a parqueaderos públicos parque marina algunos ciudadanos según ellos mismos apoyados policía tránsito tienen tarifa parqueo si uno no paga tornan agresivos gracias,Miércoles  julio     pm nuestra  FCFSeleccionCol   Uruguay definen su cupo a final  CopaAmerica,Fútbol,Pantallas gigantes,3,5,Neutral,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Todas las donaciones en especie que quieran hacerle llegar, la pueden hacer a través de",todas donaciones especie que quieran hacerle llegar pueden hacer a través,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Excelente. Vaina linda.,excelente vaina linda,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Mil gracias Alcalde!! Un primer cambio para doña Alexy que le mejora sus condiciones de vida  montones!!!,mil gracias alcalde primer cambio doña alexy que le mejora sus condiciones vida   montones,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Tqm Dumek,tqm dumek,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,1,5,Muy negativo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Que bendición definitivamente usted está cumpliendo lo prometido,que bendición definitivamente usted está cumpliendo lo prometido,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Que bien,que bien,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,4,5,Positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Cartagena tenemos Alcalde.,cartagena tenemos alcalde,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Viva Colombia, viva Falcao",viva colombia viva falcao,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Gracias Alcalde. Usted si sabe lo que es gobernanza. Hombre que sirve!,gracias alcalde usted si sabe lo que gobernanza hombre que sirve,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Excelente,  Dios bendiga a cada una de las personas que pusieron su grano de arena para esto.",excelente   dios bendiga a cada personas que pusieron su grano arena esto,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Desde Pereira, excelente, no faltarán las viudas que salgan a criticar estos detalles que hacen feliz a un ser humano tan vulnerable como doña Alexy.",desde pereira excelente no faltarán viudas que salgan a criticar estos detalles que hacen feliz a ser humano tan vulnerable como doña alexy,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Felicidades por ese detalle,felicidades ese detalle,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",GRACIAS!!,gracias,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Diciendo, haciendo y mostrando resultados",diciendo haciendo mostrando resultados,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Dios te Bendiga alcalde no sabes la nostalgia que me da este Video, soy Barranquillero se me metió un mugre en el Ojo!! Y me siento orgulloso de líderes como usted que con capacidad de influencia hacen los que le toca en nombre de Colombia",dios te bendiga alcalde no sabes nostalgia que me da video soy barranquillero me metió mugre ojo me siento orgulloso líderes como usted que capacidad influencia hacen que le toca nombre colombia,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Graciasss,graciasss,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Alcalde, gestiónele unos bonos para la canasta familiar en esos almacenes de cadena por unos meses.",alcalde gestiónele unos bonos canasta familiar esos almacenes cadena unos meses,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,1,5,Muy negativo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Ay Alcalde, desde Houston Tx me hiciste derramar una lagrima , he seguido el caso y qué lindo los buenos gestos con nuestros viejos, ojalá se extienda a muchas más familias que tanto lo necesitan…",ay alcalde desde houston tx me hiciste derramar lagrima he seguido caso qué lindo buenos gestos nuestros viejos ojalá extienda a muchas más familias que tanto lo necesitan,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Ay noooooo, gracias, que hermoso",ay noooooo gracias que hermoso,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Buena esa Dumek,buena esa dumek,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,4,5,Positivo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Así es alcalde, no deje que aquellos que se autodenominan “creadores de contenido” se acerquen con dobles intenciones ya que la Sra. Tiene visibilidad.",así alcalde no deje que aquellos que autodenominan creadores contenido acerquen dobles intenciones ya que sra tiene visibilidad,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,3,5,Neutral,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Por ahí vi cierto humorista barranquillero que iba a mandar el abogado para “asesorarla”,ahí vi cierto humorista barranquillero que iba a mandar abogado asesorarla,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,1,5,Muy negativo,Muy positivo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",En la juega,juega,Así va intervención integral a doña Alexy Ya  Corviviendactg   tumbó su casa rehacerla su mamá San José ambas fueron reubicadas atendidas manera integral  secparticipactg   DadisCartagena   encargará acompañamiento psicosocial hacerle seguimiento a salud física mental ambas Alexy su madre  años Nos aseguraremos su bienestar integral,Ayuda social,Alexy Hernandez,5,5,Muy positivo,Muy positivo
