Tweet ID,Fecha de Publicación,Tweet Texto,Comentario
1810326741518315926,2024-07-08,"Miércoles 10 de julio 
7:00
 p.m., nuestra 
@FCFSeleccionCol
 y Uruguay definen su cupo a la final de la 
#CopaAmerica2024
. ","Alcalde le agradecería regular el espacio PÚBLICO que hay junto a la muralla frente a los parqueaderos públicos parque de la marina, algunos ciudadanos (según ellos mismos) apoyados por la policía de tránsito tienen tarifa de parqueo y si uno no paga, se tornan agresivos. Gracias"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Todas las donaciones en especie que quieran hacerle llegar, la pueden hacer a través de"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Excelente. Vaina linda.
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Mil gracias Alcalde!! Un primer cambio para doña Alexy que le mejora sus condiciones de vida  montones!!!
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Tqm Dumek
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Que bendición definitivamente usted está cumpliendo lo prometido
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Que bien
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Cartagena tenemos Alcalde.
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Viva Colombia, viva Falcao"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Gracias Alcalde. Usted si sabe lo que es gobernanza. Hombre que sirve!
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Excelente,  Dios bendiga a cada una de las personas que pusieron su grano de arena para esto."
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Desde Pereira, excelente, no faltarán las viudas que salgan a criticar estos detalles que hacen feliz a un ser humano tan vulnerable como doña Alexy."
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Felicidades por ese detalle
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",GRACIAS!!
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Diciendo, haciendo y mostrando resultados"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Dios te Bendiga alcalde no sabes la nostalgia que me da este Video, soy Barranquillero se me metió un mugre en el Ojo!! Y me siento orgulloso de líderes como usted que con capacidad de influencia hacen los que le toca en nombre de Colombia"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Graciasss
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","El alcalde,"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Alcalde, gestiónele unos bonos para la canasta familiar en esos almacenes de cadena por unos meses."
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Ay Alcalde, desde Houston Tx me hiciste derramar una lagrima , he seguido el caso y qué lindo los buenos gestos con nuestros viejos, ojalá se extienda a muchas más familias que tanto lo necesitan…"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Ay noooooo, gracias, que hermoso"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Buena esa Dumek
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Así es alcalde, no deje que aquellos que se autodenominan “creadores de contenido” se acerquen con dobles intenciones ya que la Sra. Tiene visibilidad."
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Por ahí vi cierto humorista barranquillero que iba a mandar el abogado para “asesorarla”
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",En la juega
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Buena actitud y acción de su administración Sr. Alcalde.
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Bendiciones
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Esto es política, diciendo y haciendo. Invirtiendo los recursos de manera eficiente y humana. Buena esa alcalde"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Excelente!!
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Que bueno
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Excelente
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Gracias
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Muy bueno eso! confirme que quedé a nombre de la señora porque de lo contrario aparecerá un vivoy le quita la casa
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Por más alcaldes y gobernadores así para la región carib
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Cómo así, y Juan David no disque iba a ayudar. Jajajjaa"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Buena alcalde!
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Dios lo bendiga alcalde!
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Así es, diciendo y haciendo."
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Diciendo y haciendo
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Gracias por darle dignidad. Así son los gobernantes que se necesitan, no oportunistas ni bandidos"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Invitamos a todos los viejos de Cartagena que vivan en la miseria, a que  canten, hagan videos, etc, solo así los gobernantes locales los pueden mirar! Que desgracia!"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Nada de Tramoyeros de contenido, oíste"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Bueno día bueno a pesar de todo está bien por esa gestión pero si la señora no se hace viral ni el gobierno ni nadien se entera de la realidad que viven mucha familia haga un censo de todo lo barrio más pobre y verá la pobreza extrema que hay
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ","Así es, nada de Juanda Caribe. Si 3se tipo quiere ayudar, que se contacte con la alcaldía"
1810457618747449505,2024-07-08,"Así va la intervención integral a doña Alexy. Ya 
@Corviviendactg
 tumbó su casa para rehacerla (La de su mamá y la de San José), y ambas fueron reubicadas y atendidas de manera integral por la 
@secparticipactg
. 
@DadisCartagena
 se encargará del acompañamiento psicosocial, para hacerle seguimiento a la salud física y mental de ambas, Alexy y su madre (90 años). Nos aseguraremos de su bienestar integral. ",Que bueno... Pero es importante hacerlo con todas las familias que viven en similares situaciones.
